mean_hr,std_dev_hr,mean_rr,std_dev_rr,rmssd,rr50,mean_x,std_dev_x,mean_y,std_dev_y,energy_x,energy_y,activity,stress_states
49,0,1.22448979591837,2.43237677779525e-16,0,0,0.0341206533101045,0.0540351735394138,-0.332480963414634,0.0206025832217838,1343.91026625102,36561.0680587689,17.676606790464,0
50.6923076923077,1.25064086135971,1.1842679597238,0.0288352897245789,0.020065156853311,0,-0.0970573986013985,0.0121396198066185,0.38438394055944,0.023299692450109,3130.25156629213,48519.0773938178,7.56804167631168,0
51.2950819672131,1.72572943316811,1.1709848362467,0.0387629463220178,0.0155355128633975,0,-0.240641707438016,0.316391259996115,-0.902617801652893,0.0661163452449794,57775.7287601152,299804.870287901,69.7405600678734,0
51.4615384615385,2.5038431998092,1.16841095412524,0.0554996390215457,0.0311587234753196,1,0.0107977299651568,0.0567419690861326,-0.363528928571428,0.0411191770724265,1097.36359876801,44097.4378448215,23.1063623327594,0
51.5384615384615,1.50639661750509,1.16509233294002,0.0338533071309183,0.0275639656085187,1,-0.157945397905759,0.249778595024391,0.711357376963351,0.589559904518203,28639.2237224202,280065.819109002,179.306744511412,0
52.1538461538462,1.90814717488606,1.15184164991217,0.0414521464018394,0.0267875468080396,0,-0.114710590909091,0.00304623904728884,0.394501127622377,0.00307144021155811,4308.28791831268,50923.0999843893,3.51295516032812,0
52.5384615384615,1.80810142669895,1.14328146407033,0.0397093595256195,0.0141040386818731,0,-0.120532062937063,0.152259704284425,0.30607169055944,0.299673184651561,12325.1737456779,59981.6275761349,77.0347787539326,0
53.7540983606557,6.32891706825351,1.13244994826362,0.140819169489219,0.0253051340813198,6,-0.124404089403974,0.0035493272230951,0.183449046357616,0.00268968715705424,5650.61836176247,12279.9893102796,2.46018301939069,0
54.0769230769231,1.03774904332554,1.10990581745299,0.0211853467132096,0.0195531073988012,0,0.0765539073426572,0.0178555133835266,0.0562065664335664,0.013584393827259,2021.59229887415,1093.90412305003,7.10545305850633,0
54.7704918032787,3.2832577451009,1.09839506962108,0.0499109664340016,0.0459608213228085,2,-0.00268967768595041,0.0195365370723137,0.141531159090909,0.0273945749155716,90.9199211644241,4867.83527260937,8.07519212672868,0
54.9230769230769,2.92863843396946,1.09524371265262,0.0570831266968737,0.0246363199709215,1,-0.176376415357766,0.0517396496856753,0.355053876090751,0.0373399500703884,11091.2686046849,41847.2033983851,12.6792215121574,0
55.1538461538462,1.46322439872551,1.08855826455046,0.0282762346604566,0.0224998461575611,1,-0.107467148861646,0.00373972673932453,0.247727560420315,0.00299752553057196,3770.06071118149,20011.7163330385,3.85855181342283,0
55.2307692307692,2.55453342621329,1.08868883880666,0.0548882871165257,0.0781298710727176,4,0.0914555671902269,0.01600521165059,0.0421482687609075,0.0107953195849696,2830.1436140159,621.465104200931,6.10975359852723,0
55.2786885245902,2.4571741733204,1.08736113416179,0.0446770911178521,0.014176936816994,0,0.0506151600660066,0.0109477069613471,0.112895293729373,0.00624106447316549,984.761306591049,4694.83094128984,4.42514621709816,0
55.2950819672131,1.18805530588271,1.08558130563309,0.0233782172250428,0.00926860354594657,0,-0.0210064760330578,0.00199210034626111,0.0055966347107438,0.00148435071445233,162.96675276871,12.26988101493,1.99645139935272,0
55.9016393442623,4.47848530209634,1.07967620810878,0.080889745855547,0.015018916247801,0,0.0340627392739274,0.0603786159202711,0.109117945544555,0.0920299514703683,1762.67098067831,7477.75561667087,11.4631349007376,0
56.1475409836066,3.41485024353812,1.07245675854487,0.0643598728527694,0.0139470343254915,1,0.218232325619835,0.00478854894909052,0.313159487603306,0.0046415447601196,17440.4471357935,35903.5287787563,3.933287705911,0
56.344262295082,2.48250710574102,1.06680493969606,0.0444114439625877,0.0101598086854274,0,0.571507978512397,0.10614648386353,0.650223309090909,0.0703154705981956,123668.801697746,156558.571940008,30.575828978828,0
56.3846153846154,1.26085034391223,1.06461143212504,0.0238075375072775,0.0144372246118228,0,-0.115686408376963,0.00866443943570699,0.240718811518325,0.00577463823188672,4418.74577363783,19036.1327424582,5.96456152860271,0
56.3846153846154,2.10311124838343,1.06545600301176,0.0388183618282295,0.0270363566689192,1,0.0813239195804197,0.0331159348161363,0.0637742185314684,0.0209507632656786,2522.04151896382,1474.06798503936,8.39541765191842,0
56.4918032786885,1.16365732097372,1.06254950375923,0.0221434664043507,0.00934886714979476,0,0.0134632350993377,0.00362660330017986,0.0960749437086092,0.00548821452388442,70.916281480616,3378.36595955677,4.1455759363448,0
56.7692307692308,2.97640292282049,1.05958903219236,0.0553967816755711,0.0456513516654655,1,-0.011588958041958,0.00244114946977609,0.21238408041958,0.0025556247310297,45.88845282164,14760.4210819826,3.29357287340233,0
56.8688524590164,1.60702011848084,1.0558782454197,0.0294769972931577,0.00989089456391204,0,-0.0205964809917355,0.00384322587344153,0.00509120661157025,0.0022964458816557,160.670700207105,11.41461101704,2.73320772531755,0
56.8688524590164,2.14068065371792,1.05653044594468,0.0397518214822419,0.00897674556921993,0,0.031899079338843,0.00191373157471275,0.47576026446281,0.00195077595602516,373.787503629155,82850.354813816,2.18737255200268,0
56.8688524590164,2.29110897337269,1.0568050499876,0.044088489783312,0.0106938448008132,0,0.0306733294701987,0.00249510460650558,0.474078339403973,0.0019199038530645,345.5056983325,81993.8376872143,2.41597161092654,0
56.8852459016393,1.00163800273581,1.05507844397529,0.0186760832578494,0.00956906721620949,0,0.248575887603306,0.00386974692396777,0.317405510743802,0.00567292285223274,22622.1466069153,36887.4091422101,3.89337794640322,0
56.9016393442623,6.11747474598462,1.06440637997425,0.0946458054210208,0.0156943256008704,0,0.221866966942149,0.108439779901466,0.297442899173554,0.0650348729297202,22314.6043959521,33928.6222222984,17.8814130085314,0
57.8032786885246,1.78717348655307,1.03898357904024,0.0322486501398047,0.0106894870616156,0,-0.0197752284768212,0.00278262715040293,0.00572125,0.00193664957187975,145.484919963952,13.307430992268,2.77047336583083,0
